Accession,Geo_Location,Collection_Date
QOW85298,USA: FL,2020-04-08
QOW85334,USA: FL,2020-04-08
QOW85394,USA: FL,2020-04-06
QOW85406,USA: FL,2020-04-09
QOW85454,USA: FL,2020-04-09
QOW85478,USA: FL,2020-04-09
QOW85490,USA: FL,2020-04-09
QOW85502,USA: FL,2020-04-08
QOW85514,USA: FL,2020-04-09
QOW85526,USA: FL,2020-04-09
QOW85538,USA: FL,2020-04-10
QOW85549,USA: FL,2020-04-09
QOW85561,USA: FL,2020-04-09
QOW85573,USA: FL,2020-04-09
QOW85585,USA: FL,2020-04-09
QOW85597,USA: FL,2020-04-09
QOW85609,USA: FL,2020-04-09
QOW85633,USA: FL,2020-04-09
QOW85645,USA: FL,2020-04-06
QOW85657,USA: FL,2020-04-09
QOW85669,USA: FL,2020-04-06
QOW85681,USA: FL,2020-04-09
QOW85717,USA: FL,2020-04-10
QOW85729,USA: FL,2020-04-10
QOW85741,USA: FL,2020-04-10
QOW85753,USA: FL,2020-04-10
QOW85765,USA: FL,2020-04-10
QOW85777,USA: FL,2020-04-10
QOW85789,USA: FL,2020-04-10
QOW85801,USA: FL,2020-04-09
QOW85813,USA: FL,2020-04-09
QOW85849,USA: FL,2020-04-09
QOW85861,USA: FL,2020-04-09
QOW85873,USA: FL,2020-04-09
QOW85885,USA: FL,2020-04-09
QOW85943,USA: FL,2020-07-14
QOW86015,USA: FL,2020-07-15
QOW86027,USA: FL,2020-07-15
QOW86039,USA: FL,2020-07-14
QOW86086,USA: FL,2020-07-17
QOW86110,USA: FL,2020-07-17
QOW86194,USA: FL,2020-07-17
QOW86253,USA: FL,2020-07-20
QOW86359,USA: FL,2020-07-29
QOW86371,USA: FL,2020-07-29
QOW86394,USA: FL,2020-07-29
QOW86418,USA: FL,2020-07-29
QOW86430,USA: FL,2020-07-29
QOW86442,USA: FL,2020-07-29
QOW86454,USA: FL,2020-07-29
QOW86490,USA: FL,2020-07-29
QOW86502,USA: FL,2020-07-30
QOW86514,USA: FL,2020-07-30
QOW86526,USA: FL,2020-07-30
QOW86538,USA: FL,2020-07-30
QOW86574,USA: FL,2020-07-29
QOW86586,USA: FL,2020-07-29
QOW86622,USA: FL,2020-07-30
QOW86634,USA: FL,2020-07-30
QOW86646,USA: FL,2020-07-31
QOW86658,USA: FL,2020-07-31
QOW86670,USA: FL,2020-07-31
QOW86682,USA: FL,2020-07-31
QOW86694,USA: FL,2020-07-31
QOW86706,USA: FL,2020-07-30
QOW86753,USA: FL,2020-07-31
QOW86765,USA: FL,2020-07-31
QOW86777,USA: FL,2020-07-31
QOW86801,USA: FL,2020-07-31
QOW86813,USA: FL,2020-07-31
QOW86861,USA: FL,2020-08-03
QOW86873,USA: FL,2020-08-03
QOW86897,USA: FL,2020-08-03
QOW86909,USA: FL,2020-08-03
QOW86992,USA: FL,2020-07-28
QOW95975,USA: Virginia,2020-08
QOW95987,USA: Virginia,2020-08
QOW95999,USA: Virginia,2020-08
QOW96011,USA: Virginia,2020-08
QOW96035,USA: Virginia,2020-08
QOW96047,USA: Virginia,2020-08
QOW96059,USA: Virginia,2020-08
QOW96071,USA: Virginia,2020-07
QOW96083,USA: Virginia,2020-07
QOW96095,USA: Virginia,2020-08
QOW96107,USA: Virginia,2020-08
QOW96119,USA: Virginia,2020-08
QOW96131,USA: Virginia,2020-08
QOW96143,USA: Virginia,2020-08
QOW96155,USA: Virginia,2020-08
QOW96167,USA: Virginia,2020-08
QOW96179,USA: Virginia,2020-08
QOW96191,USA: Virginia,2020-08
QOW96203,USA: Virginia,2020-08
QOW96215,USA: Virginia,2020-08
QOW96227,USA: Virginia,2020-08
QOW96239,USA: Virginia,2020-08
QOW96251,USA: Virginia,2020-08
QOW96263,USA: Virginia,2020-08
QOW96275,USA: Virginia,2020-08
QOW96287,USA: Virginia,2020-08
QOW96299,USA: Virginia,2020-08
QOW96323,USA: Virginia,2020-08
QOW96335,USA: Virginia,2020-08
QOW96359,USA: Virginia,2020-08
QOX06569,USA: Virginia,2020-09
QOX06581,USA: Virginia,2020-09
QOX06593,USA: Virginia,2020-09
QOX06605,USA: Virginia,2020-09
QOX06617,USA: Virginia,2020-09
QOX06629,USA: Virginia,2020-09
QOX06641,USA: Virginia,2020-09
QOX06653,USA: Virginia,2020-09
QOX06665,USA: Virginia,2020-09
QOX06677,USA: Virginia,2020-10
QOX06689,USA: Virginia,2020-10
QOX06701,USA: Virginia,2020-10
QOX06713,USA: Virginia,2020-10
QOX06929,USA: Utah,2020-06-22
QOX06989,USA: Utah,2020-06-21
QOX07103,USA: Virginia,2020-05
QOX07115,USA: Virginia,2020-05
QOX07127,USA: Virginia,2020-05
QOX07139,USA: Virginia,2020-05
QOX07151,USA: Virginia,2020-05
QOX07163,USA: Virginia,2020-05
QOX07187,USA: Virginia,2020-05
QOX07199,USA: Virginia,2020-05
QOX07211,USA: Virginia,2020-05
QOX07223,USA: Virginia,2020-05
QOX07235,USA: Virginia,2020-05
QOX07247,USA: Virginia,2020-05
QOX07259,USA: Virginia,2020-05
QOX07271,USA: Virginia,2020-05
QOX07283,USA: Virginia,2020-04
QOX07295,USA: Virginia,2020-04
QOX07307,USA: Virginia,2020-04
QOX07319,USA: Virginia,2020-04
QOX07331,USA: Virginia,2020-04
QOX07343,USA: Virginia,2020-04
QOX07355,USA: Virginia,2020-04
QOX07367,USA: Virginia,2020-04
QOX07379,USA: Virginia,2020-09
QOX07391,USA: Virginia,2020-09
QOX07415,USA: Virginia,2020-09
QOX07427,USA: Virginia,2020-09
QOX07439,USA: Virginia,2020-09
QOX07451,USA: Virginia,2020-09
QOX07463,USA: Virginia,2020-09
QOX07475,USA: Virginia,2020-09
QOX07499,USA: Virginia,2020-09
QOX07511,USA: Virginia,2020-09
QOX07523,USA: Virginia,2020-03
QOW18389,Turkey,2020-05-18
QOW18401,Turkey,2020-06-21
QOW18413,Turkey,2020-03-26
QOW37834,Turkey,2020-03-29
QOW40748,Israel,2020-06-25
QOW40760,Israel,2020-07-14
QOW40772,Israel,2020-07-26
QOW62264,USA: Minnesota,2020-07-30
QOW62276,USA: Minnesota,2020-08-18
QOW62288,USA: Minnesota,2020-08-20
QOW62300,USA: Minnesota,2020-08-20
QOW62312,USA: Minnesota,2020-08-21
QOW62324,USA: Minnesota,2020-08-23
QOW62336,USA: Minnesota,2020-08-27
QOW62348,USA: Minnesota,2020-08-28
QOW62360,USA: Minnesota,2020-08-28
QOW62372,USA: Minnesota,2020-08-28
QOW62384,USA: Minnesota,2020-08-31
QOW62396,USA: Minnesota,2020-08-31
QOW62408,USA: Minnesota,2020-08-31
QOW62420,USA: Minnesota,2020-08-31
QOW62432,USA: Minnesota,2020-09-15
QOW62444,USA: Minnesota,2020-09-18
QOW62456,USA: Minnesota,2020-09-19
QOW62468,USA: Minnesota,2020-09-20
QOW62480,USA: Minnesota,2020-09-21
QOW62492,USA: Minnesota,2020-09-21
QOW62504,USA: Minnesota,2020-09-21
QOW62516,USA: Minnesota,2020-09-22
QOW62528,USA: Minnesota,2020-09-22
QOW62540,USA: Minnesota,2020-09-22
QOW62552,USA: Minnesota,2020-09-23
QOW62564,USA: Minnesota,2020-09-23
QOW62576,USA: Minnesota,2020-09-28
QOW62588,USA: Minnesota,2020-09-30
QOW62600,USA: Minnesota,2020-10-01
QOW62612,USA: Minnesota,2020-10-01
QOW62624,USA: Minnesota,2020-10-06
QOW62636,USA: Minnesota,2020-10-07
QOW62648,USA: Minnesota,2020-10-06
QOW62660,USA: Minnesota,2020-10-09
QOW62672,USA: Minnesota,2020-10-09
QOW62684,USA: Minnesota,2020-10-10
QOW62696,USA: Minnesota,2020-10-10
QOW62708,USA: Minnesota,2020-10-11
QOW62720,USA: Minnesota,2020-10-12
QOW62732,USA: Minnesota,2020-10-12
QOW62744,USA: Minnesota,2020-10-13
QOW62756,USA: Minnesota,2020-10-14
QOW62768,USA: Minnesota,2020-10-14
QOW62780,USA: Minnesota,2020-10-16
QOW62792,USA: Minnesota,2020-10-16
QOW62804,USA: Minnesota,2020-10-16
QOW62816,USA: Minnesota,2020-10-16
QOW62828,USA: Minnesota,2020-10-16
QOW62840,USA: Minnesota,2020-10-15
QOW62852,USA: Minnesota,2020-10-18
QOW62864,USA: Minnesota,2020-10-18
QOW62876,USA: Minnesota,2020-10-18
QOW62888,USA: Minnesota,2020-10-18
QOW62900,USA: Minnesota,2020-10-18
QOW62912,USA: Minnesota,2020-10-18
QOW62924,USA: Minnesota,2020-10-18
QOW62936,USA: Minnesota,2020-10-18
QOW62948,USA: Minnesota,2020-10-18
QOW62960,USA: Minnesota,2020-10-18
QOW62972,USA: Minnesota,2020-10-18
QOW62984,USA: Minnesota,2020-10-19
QOW62996,USA: Minnesota,2020-10-18
QOW63008,USA: Minnesota,2020-10-18
QOW63020,USA: Minnesota,2020-10-14
QOW63032,USA: Minnesota,2020-10-16
QOW63044,USA: Minnesota,2020-10-22
QOW63056,USA: Minnesota,2020-10-23
QOW63068,USA: Minnesota,2020-10-23
QOW63080,USA: Minnesota,2020-10-23
QOW63092,USA: Minnesota,2020-10-24
QOW63104,USA: Minnesota,2020-10-23
QOW63116,USA: Minnesota,2020-10-23
QOW63128,USA: Minnesota,2020-10-23
QOW63140,USA: Minnesota,2020-10-23
QOW63152,USA: Minnesota,2020-10-23
QOW63164,USA: Minnesota,2020-10-23
QOW63176,USA: Minnesota,2020-10-23
QOW63188,USA: Minnesota,2020-10-23
QOV61729,Australia: Victoria,2020-03-23
QOV61741,Australia: Victoria,2020-04-08
QOW08085,Israel,2020-07-20
QOW08183,India,2020-05-03
QOW08357,Israel,2020-06-14
QOW16609,USA: Virginia,2020-09
QOW16621,USA: Virginia,2020-09
QOW16633,USA: Virginia,2020-09
QOW16645,USA: Virginia,2020-09
QOW16657,USA: Virginia,2020-09
QOW16669,USA: Virginia,2020-09
QOW16681,USA: Virginia,2020-09
QOW16693,USA: Virginia,2020-09
QOW16705,USA: Virginia,2020-09
QOW16717,USA: Virginia,2020-09
QOW16729,USA: Virginia,2020-09
QOW16741,USA: Virginia,2020-09
QOW16753,USA: Virginia,2020-09
QOW16765,USA: Virginia,2020-09
QOW16777,USA: Virginia,2020-09
QOW16789,USA: Virginia,2020-09
QOW16925,USA: Virginia,2020-07
QOW16937,USA: Virginia,2020-07
QOW16949,USA: Virginia,2020-07
QOW16961,USA: Virginia,2020-07
QOW16973,USA: Virginia,2020-07
QOW16985,USA: Virginia,2020-07
QOW16997,USA: Virginia,2020-07
QOW17009,USA: Virginia,2020-07
QOW17033,USA: Virginia,2020-08
QOW17045,USA: Virginia,2020-08
QOW17057,USA: Virginia,2020-08
QOW17069,USA: Virginia,2020-08
QOW17081,USA: Virginia,2020-08
QOW17105,USA: Virginia,2020-08
QOW17117,USA: Virginia,2020-08
QOW17129,USA: Virginia,2020-08
QOW17141,USA: Virginia,2020-08
QOW17153,USA: Virginia,2020-08
QOW17165,USA: Virginia,2020-08
QOW17177,USA: Virginia,2020-08
QOW17189,USA: Virginia,2020-08
QOW17201,USA: Virginia,2020-08
QOW17213,USA: Virginia,2020-08
QOW17237,USA: Virginia,2020-08
QOW17249,USA: Virginia,2020-08
QOW17261,USA: Virginia,2020-08
QOS14145,United Kingdom: England,2020-01-29
QOS49649,Hong Kong,2020-03-16
QOS49661,Hong Kong,2020-03-18
QOS49673,Hong Kong,2020-03-22
QOS49685,Hong Kong,2020-03-27
QOS49697,Hong Kong,2020-03-27
QOS49709,Hong Kong,2020-03-27
QOS49721,Hong Kong,2020-03-26
QOS49733,Hong Kong,2020-03-20
QOS49745,Hong Kong,2020-03-26
QOS49757,Hong Kong,2020-03-29
QOS49769,Hong Kong,2020-03-26
QOS49793,Hong Kong,2020-03-29
QOS49817,Hong Kong,2020-07-09
QOS49829,Hong Kong,2020-07-09
QOS49841,Hong Kong,2020-07-08
QOS49853,Hong Kong,2020-07-12
QOS49865,Hong Kong,2020-07-12
QOS49877,Hong Kong,2020-07-14
QOS49889,Hong Kong,2020-07-07
QOS49901,Hong Kong,2020-07-09
QOS49913,Hong Kong,2020-07-10
QOS49925,Hong Kong,2020-07-11
QOS49937,Hong Kong,2020-07-12
QOS49949,Hong Kong,2020-07-14
QOS49961,Hong Kong,2020-07-12
QOS49973,Hong Kong,2020-07-12
QOS49997,Hong Kong,2020-09-24
QOS50045,Hong Kong,2020-09-28
QOS50081,Hong Kong,2020-10-07
QOS50093,Hong Kong,2020-10-07
QOS50105,Hong Kong,2020-10-07
QOS50117,Hong Kong,2020-10-01
QOS50129,Hong Kong,2020-08-30
QOS50141,Hong Kong,2020-08-13
QOS50153,Hong Kong,2020-08-14
QOS50165,Hong Kong,2020-07-30
QOS50177,Hong Kong,2020-07-26
QOS50189,Hong Kong,2020-06-22
QOS50213,Hong Kong,2020-07-30
QOS50225,Hong Kong,2020-08-16
QOS50237,Hong Kong,2020-10-06
QOS50249,Hong Kong,2020-10-02
QOS50297,Hong Kong,2020-09-15
QOS50309,Hong Kong,2020-09-19
QOS50333,Hong Kong,2020-10-06
QOS50369,Hong Kong,2020-10-11
QJF74843,China,2020-02-24
QJF74855,China,2020-02-24
QJF74867,China,2020-04-02
QKM75377,Bangladesh,2020-04-29
QKM75389,Bangladesh,2020-04-29
QKM75401,Bangladesh,2020-04-29
QKM75413,Bangladesh,2020-04-29
QKM75425,Bangladesh,2020-04-29
QKM75437,Bangladesh,2020-04-29
QKM75449,Bangladesh,2020-04-29
QKM75461,Bangladesh,2020-04-29
QKM75473,Bangladesh,2020-04-29
QKM75485,Bangladesh,2020-04-29
QKM75497,Bangladesh,2020-04-29
QKM75509,Bangladesh,2020-04-29
QKM75521,Bangladesh,2020-04-29
QKM75533,Bangladesh,2020-04-29
QKM75567,Bangladesh,2020-04-29
QKM75579,Bangladesh,2020-04-29
QKM75591,Bangladesh,2020-04-29
QKM75603,Bangladesh,2020-04-29
QKM75615,Bangladesh,2020-04-29
QKM75627,Bangladesh,2020-04-29
QKM75639,Bangladesh,2020-04-29
QKM75663,Bangladesh,2020-04-29
QKM75675,Bangladesh,2020-04-29
QKM75687,Bangladesh,2020-04-29
QKQ30528,Bangladesh,2020-05-24
QKQ30540,Bangladesh,2020-05-24
QKQ30552,Bangladesh,2020-05-24
QKQ30564,Bangladesh,2020-05-24
QKQ30576,Bangladesh,2020-05-24
QLA10238,Bangladesh,2020-05-18
QLA10250,Bangladesh,2020-05-18
QLA10262,Bangladesh,2020-05-18
QLA10274,Bangladesh,2020-05-18
QLA10286,Bangladesh,2020-05-18
QLA10298,Bangladesh,2020-05-18
QLA10310,Bangladesh,2020-05-18
QLA10322,Bangladesh,2020-05-18
QLA10334,Bangladesh,2020-05-18
QLA10346,Bangladesh,2020-05-18
QOU83402,USA: Utah,2020-06-20
QOU83534,USA: AZ,2020-03-17
QOU83546,USA: AZ,2020-03-18
QOU83558,USA: CA,2020-03-17
QOU83570,USA: CA,2020-03-17
QOU83582,USA: CA,2020-03-17
QOU83594,USA: CA,2020-03-17
QOU83606,USA: CA,2020-03-17
QOU83618,USA: CA,2020-03-17
QOU83630,USA: CA,2020-03-17
QOU83642,USA: CA,2020-03-17
QOU83654,USA: CA,2020-03-17
QOU83666,USA: CA,2020-03-17
QOU83678,USA: CA,2020-03-17
QOU83690,USA: CA,2020-03-17
QOU83702,USA: CA,2020-03-17
QOU83714,USA: CA,2020-03-17
QOU83726,USA: CA,2020-03-17
QOU83738,USA: CA,2020-03-17
QOU83750,USA: CA,2020-03-17
QOU83762,USA: CA,2020-03-18
QOU83774,USA: CA,2020-03-18
QOU83786,USA: CA,2020-03-18
QOU83798,USA: CA,2020-03-17
QOU83810,USA: CA,2020-03-18
QOU83822,USA: CA,2020-03-17
QOU83834,USA: CA,2020-03-17
QOU83846,USA: CA,2020-03-18
QOU83858,USA: CA,2020-03-18
QOU83882,USA: CA,2020-03-18
QOU83894,USA: CA,2020-03-18
QOU83906,USA: CA,2020-03-18
QOU83918,USA: CA,2020-03-18
QOU83930,USA: CA,2020-03-18
QOU83942,USA: CA,2020-03-17
QOU83954,USA: CA,2020-03-18
QOU83966,USA: CA,2020-03-18
QOU83978,USA: CA,2020-03-18
QOU83990,USA: CA,2020-03-18
QOU84002,USA: CA,2020-03-18
QOU84014,USA: CA,2020-03-18
QOU84026,USA: CA,2020-03-18
QOU84038,USA: CA,2020-03-18
QOU84050,USA: CA,2020-03-18
QOU84062,USA: CA,2020-03-18
QOU84074,USA: CO,2020-03-17
QOU84086,USA: CT,2020-03-16
QOU84098,USA: CT,2020-03-16
QOU84110,USA: CT,2020-03-16
QOU84122,USA: CT,2020-03-16
QOU84134,USA: CT,2020-03-16
QOU84146,USA: CT,2020-03-16
QOU84158,USA: CT,2020-03-17
QOU84170,USA: CT,2020-03-17
QOU84182,USA: CT,2020-03-17
QOU84194,USA: ID,2020-03-17
QOU84206,USA: ID,2020-03-17
QOU84218,USA: ID,2020-03-17
QOU84230,USA: MA,2020-03-16
QOU84242,USA: MA,2020-03-16
QOU84254,USA: MA,2020-03-16
QOU84266,USA: MA,2020-03-16
QOU84278,USA: MA,2020-03-16
QOU84290,USA: MA,2020-03-16
QOU84302,USA: MA,2020-03-16
QOU84314,USA: MA,2020-03-12
QOU84326,USA: MA,2020-03-12
QOU84338,USA: MA,2020-03-16
QOU84350,USA: MA,2020-03-17
QOU84362,USA: MA,2020-03-17
QOU84374,USA: MA,2020-03-17
QOU84386,USA: MA,2020-03-17
QOU84398,USA: MA,2020-03-17
QOU84410,USA: MA,2020-03-16
QOU84422,USA: MA,2020-03-17
QOU84434,USA: MA,2020-03-16
QOU84446,USA: MA,2020-03-17
QOU84458,USA: MA,2020-03-17
QOU84470,USA: MA,2020-03-17
QOU84482,USA: MA,2020-03-17
QOU84494,USA: MA,2020-03-17
QOU84506,USA: MA,2020-03-17
QOU84518,USA: MI,2020-03-17
QOU84530,USA: NY,2020-03-17
QOU84542,USA: OH,2020-03-17
QOU84554,USA: PA,2020-03-16
QOU84566,USA: UT,2020-03-15
QOU84578,USA: UT,2020-03-14
QOU84590,USA: UT,2020-03-16
QOU84602,USA: UT,2020-03-13
QOU84614,USA: UT,2020-03-15
QOU84626,USA: UT,2020-03-15
QOU84638,USA: UT,2020-03-15
QOU84650,USA: UT,2020-03-15
QOU84662,USA: UT,2020-03-15
QOU84674,USA: UT,2020-03-16
QOU84686,USA: UT,2020-03-16
QOU84698,USA: UT,2020-03-16
QOU84710,USA: UT,2020-03-15
QOU84722,USA: UT,2020-03-14
QOU84734,USA: UT,2020-03-15
QOU84746,USA: UT,2020-03-14
QOU84758,USA: UT,2020-03-13
QOU84770,USA: UT,2020-03-15
QOU84782,USA: UT,2020-03-14
QOU84794,USA: UT,2020-03-14
QOU84806,USA: UT,2020-03-14
QOU84818,USA: UT,2020-03-15
QOU84830,USA: UT,2020-03-13
QOU84842,USA: UT,2020-03-14
QOU84854,USA: UT,2020-03-14
QOU84866,USA: UT,2020-03-14
QOU84878,USA: UT,2020-03-14
QOU84890,USA: AZ,2020-03-17
QOU84902,USA: AZ,2020-03-17
QOU84914,USA: AZ,2020-03-18
QOU84926,USA: AZ,2020-03-19
QOU84938,USA: AZ,2020-03-19
QOU84950,USA: AZ,2020-03-18
QOU84962,USA: AZ,2020-03-18
QOU84974,USA: AZ,2020-03-18
QOU84986,USA: AZ,2020-03-18
QOU84998,USA: AZ,2020-03-18
QOU85010,USA: AZ,2020-03-18
QOU85022,USA: CA,2020-03-18
QOU85034,USA: CA,2020-03-18
QOU85046,USA: CA,2020-03-19
QOU85058,USA: CA,2020-03-18
QOU85070,USA: CA,2020-03-19
QOU85082,USA: CA,2020-03-18
QOU85094,USA: CA,2020-03-18
QOU85106,USA: CA,2020-03-18
QOU85118,USA: CA,2020-03-18
QOU85130,USA: CA,2020-03-19
QOU85142,USA: CA,2020-03-18
QOU85154,USA: CA,2020-03-18
QOU85166,USA: CA,2020-03-17
QOU85178,USA: CA,2020-03-19
QOU85190,USA: CA,2020-03-19
QOU85202,USA: CA,2020-03-18
QOU85214,USA: CA,2020-03-18
QOU85226,USA: CA,2020-03-19
QOU85238,USA: CA,2020-03-18
QOU85250,USA: CA,2020-03-19
QOU85262,USA: CA,2020-03-18
QOU85274,USA: CA,2020-03-19
QOU85286,USA: CA,2020-03-19
QOU85298,USA: CA,2020-03-18
QOU85310,USA: CA,2020-03-19
QOU85322,USA: CA,2020-03-18
QOU85334,USA: CA,2020-03-18
QOU85346,USA: CA,2020-03-18
QOU85358,USA: CA,2020-03-18
QOU85370,USA: CA,2020-03-19
QOU85382,USA: CA,2020-03-19
QOU85394,USA: CA,2020-03-18
QOU85406,USA: CA,2020-03-19
QOU85418,USA: CA,2020-03-19
QOU85430,USA: CA,2020-03-19
QOU85442,USA: CA,2020-03-19
QOU85454,USA: CA,2020-03-18
QOU85466,USA: CA,2020-03-18
QOU85478,USA: CA,2020-03-19
QOU85490,USA: CA,2020-03-19
QOU85502,USA: CA,2020-03-19
QOU85514,USA: CA,2020-03-18
QOU85526,USA: CA,2020-03-19
QOU85538,USA: CA,2020-03-19
QOU85550,USA: CA,2020-03-18
QOU85562,USA: CA,2020-03-18
QOU85574,USA: CA,2020-03-19
QOU85586,USA: CA,2020-03-19
QOU85598,USA: CA,2020-03-19
QOU85610,USA: CA,2020-03-19
QOU85622,USA: CA,2020-03-19
QOU85634,USA: CA,2020-03-18
QOU85646,USA: FL,2020-03-19
QOU85670,USA: FL,2020-03-18
QOU85682,USA: FL,2020-03-16
QOU85694,USA: FL,2020-03-16
QOU85706,USA: FL,2020-03-18
QOU85718,USA: FL,2020-03-18
QOU85730,USA: IN,2020-03-17
QOU85742,USA: IN,2020-03-17
QOU85754,USA: MA,2020-03-17
QOU85766,USA: MI,2020-03-16
QOU85778,USA: MI,2020-03-16
QOU85790,USA: MI,2020-03-18
QOU85802,USA: MI,2020-03-18
QOU85814,USA: MI,2020-03-16
QOU85826,USA: MI,2020-03-17
QOU85838,USA: MI,2020-03-17
QOU85850,USA: MI,2020-03-18
QOU85862,USA: MI,2020-03-18
QOU85874,USA: MI,2020-03-17
QOU85886,USA: MI,2020-03-18
QOU85898,USA: MI,2020-03-17
QOU85910,USA: MI,2020-03-16
QOU85922,USA: MI,2020-03-18
QOU85934,USA: MI,2020-03-17
QOU85946,USA: MI,2020-03-17
QOU85958,USA: MI,2020-03-17
QOU85970,USA: MI,2020-03-18
QOU85982,USA: MI,2020-03-18
QOU85994,USA: MI,2020-03-17
QOU86006,USA: MI,2020-03-18
QOU86018,USA: MI,2020-03-17
QOU86030,USA: MI,2020-03-17
QOU86042,USA: MI,2020-03-17
QOU86054,USA: MI,2020-03-17
QOU86066,USA: MI,2020-03-17
QOU86078,USA: MI,2020-03-17
QOU86090,USA: MI,2020-03-18
QOU86102,USA: MI,2020-03-17
QOU86114,USA: MN,2020-03-16
QOU86126,USA: MN,2020-03-17
QOU86138,USA: MN,2020-03-17
QOU86150,USA: MN,2020-03-16
QOU86162,USA: MN,2020-03-16
QOU86174,USA: MN,2020-03-16
QOU86186,USA: MN,2020-03-16
QOU86198,USA: MN,2020-03-16
QOU86210,USA: MN,2020-03-16
QOU86222,USA: MN,2020-03-16
QOU86234,USA: MN,2020-03-16
QOU86246,USA: MN,2020-03-16
QOU86258,USA: MN,2020-03-16
QOU86270,USA: MN,2020-03-17
QOU86282,USA: MN,2020-03-17
QOU86294,USA: MN,2020-03-16
QOU86306,USA: MN,2020-03-16
QOU86318,USA: MN,2020-03-16
QOU86330,USA: MN,2020-03-17
QOU86342,USA: MN,2020-03-16
QOU86354,USA: MN,2020-03-16
QOU86366,USA: MN,2020-03-16
QOU86378,USA: MN,2020-03-17
QOU86390,USA: MN,2020-03-16
QOU86402,USA: MN,2020-03-16
QOU86414,USA: MN,2020-03-16
QOU86426,USA: MN,2020-03-16
QOU86438,USA: MN,2020-03-17
QOU86450,USA: MN,2020-03-17
QOU86462,USA: MN,2020-03-16
QOU86474,USA: MN,2020-03-16
QOU86486,USA: MN,2020-03-16
QOU86498,USA: MN,2020-03-16
QOU86510,USA: MN,2020-03-16
QOU86522,USA: MN,2020-03-16
QOU86534,USA: MN,2020-03-16
QOU86546,USA: MN,2020-03-17
QOU86558,USA: MN,2020-03-16
QOU86570,USA: OR,2020-03-18
QOU86582,USA: WA,2020-03-18
QOU86594,USA: AZ,2020-03-17
QOU86606,USA: AZ,2020-03-17
QOU86618,USA: AZ,2020-03-17
QOU86630,USA: CA,2020-03-15
QOU86642,USA: CA,2020-03-15
QOU86654,USA: CA,2020-03-23
QOU86666,USA: CA,2020-03-15
QOU86678,USA: CT,2020-03-15
QOU86690,USA: FL,2020-03-17
QOU86702,USA: FL,2020-03-16
QOU86714,USA: GA,2020-03-16
QOU86726,USA: GA,2020-03-16
QOU86738,USA: GA,2020-03-16
QOU86750,USA: GA,2020-03-16
QOU86762,USA: ID,2020-03-16
QOU86774,USA: ID,2020-03-17
QOU86786,USA: ID,2020-03-18
QOU86798,USA: ID,2020-03-17
QOU86810,USA: ID,2020-03-16
QOU86822,USA: ID,2020-03-18
QOU86834,USA: ID,2020-03-18
QOU86846,USA: ID,2020-03-17
QOU86858,USA: IN,2020-03-17
QOU86870,USA: ME,2020-03-16
QOU86882,USA: MI,2020-03-18
QOU86894,USA: MI,2020-03-18
QOU86906,USA: MI,2020-03-18
QOU86918,USA: MI,2020-03-18
QOU86930,USA: MI,2020-03-18
QOU86942,USA: MI,2020-03-17
QOU86954,USA: MI,2020-03-18
QOU86966,USA: MI,2020-03-18
QOU86978,USA: MI,2020-03-17
QOU86990,USA: MI,2020-03-17
QOU87002,USA: MI,2020-03-17
QOU87014,USA: MI,2020-03-18
QOU87026,USA: MI,2020-03-17
QOU87038,USA: MI,2020-03-18
QOU87050,USA: MI,2020-03-17
QOU87062,USA: MI,2020-03-18
QOU87074,USA: MI,2020-03-17
QOU87086,USA: MI,2020-03-17
QOU87098,USA: MI,2020-03-17
QOU87110,USA: MI,2020-03-17
QOU87122,USA: MI,2020-03-17
QOU87146,USA: MN,2020-03-16
QOU87158,USA: MN,2020-03-16
QOU87170,USA: MN,2020-03-14
QOU87182,USA: MN,2020-03-17
QOU87194,USA: MN,2020-03-17
QOU87206,USA: MN,2020-03-17
QOU87218,USA: MN,2020-03-16
QOU87230,USA: MN,2020-03-16
QOU87242,USA: MN,2020-03-16
QOU87254,USA: MN,2020-03-17
QOU87266,USA: MN,2020-03-16
QOU87278,USA: MN,2020-03-16
QOU87290,USA: MN,2020-03-15
QOU87302,USA: MN,2020-03-17
QOU87314,USA: MN,2020-03-15
QOU87326,USA: MN,2020-03-16
QOU87338,USA: MN,2020-03-16
QOU87350,USA: MN,2020-03-16
QOU87362,USA: MN,2020-03-16
QOU87374,USA: MN,2020-03-17
QOU87398,USA: MN,2020-03-17
QOU87410,USA: MN,2020-03-17
QOU87422,USA: MN,2020-03-17
QOU87434,USA: MN,2020-03-16
QOU87446,USA: MN,2020-03-17
QOU87458,USA: MN,2020-03-17
QOU87470,USA: MN,2020-03-17
QOU87482,USA: MN,2020-03-16
QOU87494,USA: MN,2020-03-16
QOU87506,USA: MN,2020-03-13
QOU87518,USA: MN,2020-03-16
QOU87530,USA: OH,2020-03-17
QOU87542,USA: TX,2020-03-19
QOU87554,USA: AZ,2020-03-17
QOU87566,USA: AZ,2020-03-17
QOU87578,USA: AZ,2020-03-17
QOU87590,USA: AZ,2020-03-17
QOU87602,USA: CA,2020-03-17
QOU87614,USA: CA,2020-03-18
QOU87626,USA: CA,2020-03-16
QOU87638,USA: CA,2020-03-20
QOU87650,USA: CA,2020-03-17
QOU87662,USA: CA,2020-03-17
QOU87674,USA: CA,2020-03-17
QOU87686,USA: CT,2020-03-17
